,Title,Acronym,Source,Rank,Note,DBLP,Primary FoR,Comments,Average Rating
24,IEEE/ACM International Symposium on Mixed and Augmented Reality,ISMAR,CORE2021,A*,none,ismar,4607,0,
25,Intelligent Systems in Molecular Biology,ISMB,CORE2021,journal published,none,ismb,4601,1,
26,International Symposium on Foundations of Intelligent Systems,ISMIS,CORE2021,C,none,ismis,4602,0,
27,International Symposium on Memory Management,ISMM,CORE2021,C,none,iwmm,4606,0,
28,"International Symposium on Networks, Computers and Communications",ISNCC,CORE2021,C,none,isncc,4606,2,5.0
29,International Symposium on Neural Networks,ISNN,CORE2021,C,none,isnn,4611,1,4.0
30,"International Symposium on Leveraging Applications of Formal Methods, Verification and Validation",ISoLA,CORE2021,C,none,isola,4612,0,
31,IEEE International Symposium on Real-Time Distributed Computing,ISORC,CORE2021,C,none,isorc,4606,0,
32,IEEE International Symposium on Parallel and Distributed Processing with Applications,ISPA,CORE2021,C,none,ispa,4606,0,
33,IEEE International Symposium on Performance Analysis of Systems and Software,ISPASS,CORE2021,B,none,ispass,4612,0,
34,International Symposium on Parallel and Distributed Computing,ISPDC,CORE2021,C,none,ispdc,4606,0,
35,Information Security Practice and Experience Conference,ISPEC,CORE2021,B,none,ispec,4604,0,
36,Annual International Workshop on Presence,ISPR,CORE2021,B,none,,4607,0,
37,International Symposium on Robotics Research,ISRR,CORE2021,A,none,isrr,4602,0,
38,ACM International Conference on Interactive Surfaces and Spaces (was International Workshop on Horizontal Interactive Human-Computer Systems: Tabletop),ISS,CORE2021,Journal Published,none,tabletop,4608,1,4.0
39,International Symposium on Symbolic and Algebraic Computation,ISSAC,CORE2021,A,none,issac,4613,0,
40,International Symposium on Spatial Data Quality,ISSDQ,CORE2021,C,none,,4601,0,
41,International Symposium on Software Reliability Engineering,ISSRE,CORE2021,A,none,issre,4612,1,5.0
42,International Symposium on Software Testing and Analysis,ISSTA,CORE2021,A,none,issta,4612,0,
43,International Symposium on Technology and Society,ISTAS,CORE2021,C,none,,46,0,
44,International Symposium on Ubiquitous Virtual Reality,ISUVR,CORE2021,National: S. Korea,none,,4607,0,
45,International Symposium on Visual Computing,ISVC,CORE2021,National: USA,none,isvc,4607,0,
46,International Semantic Web Conference,ISWC,CORE2021,A,none,semweb,4605,5,4.6
47,IEEE International Symposium on Wearable Computers,ISWC,CORE2021,Journal Published,none,,4608,0,
48,International Conference on Internet Technologies and Applications,ITA,CORE2021,National: USA,none,ita,46,0,
49,International Teletraffic Congress,ITC,CORE2021,Unranked,none,teletraffic,4606,0,
0,Innovations in Theoretical Computer Science,ITCS,CORE2021,A,none,innovations,4613,0,
1,Annual Conference on Innovation and Technology in Computer Science Education,ITiCSE,CORE2021,A,none,iticse,4608,0,
2,International Telecommunication Networks and Applications Conference (was Australian Telecommunication Networks and Applications Conference),ITNAC,CORE2021,Australasian C,none,itnac,4606,6,4.8
3,"Conference on Interactive Theorem Proving (previously TPHOLs, changed in 2009)",ITP,CORE2021,A,none,itp,4613,0,
4,International Conference on Intelligent Tutoring Systems,ITS,CORE2021,B,none,its,4601,0,
5,Information Theory Workshop,ITW,CORE2021,B,none,itw,4613,1,4.0
6,International Conference on Intelligent User Interfaces,IUI,CORE2021,A,none,iui,4608,0,
7,International Conference on Information Visualisation,IV,CORE2021,B,none,iv,4608,0,
8,Applications of Information Visualization,IV-App,CORE2021,C,none,,4608,0,
9,Intelligent Virtual Agents,IVA,CORE2021,B,none,iva,4602,1,4.0
10,Information Visualization in Biomedical Informatics,IVBI,CORE2021,C,none,,4601,0,
11,Image and Vision Computing Conference,IVCNZ,CORE2021,Australasian B,none,ivcnz,4603,0,
12,International Work-Conference on Artificial and Natural Neural Networks,IWANN,CORE2021,National: Spain,none,iwann,4611,0,
13,International Workshop on Combinatorial Image Analysis: Theory and Applications,IWCIA,CORE2021,C,none,iwcia,4603,0,
14,ACM International Wireless Communications and Mobile Computing Conference,IWCMC,CORE2021,B,none,iwcmc,4606,1,
15,International Workshop on Digital Watermarking,IWDW,CORE2021,C,none,iwdw,4604,0,
16,International Work-conference on the Interplay between Natural and Artificial Computation,IWINAC,CORE2021,National,none,iwinac,4602,0,
17,International Workshop on Combinatorial Algorithm,IWOCA,CORE2021,B,none,iwoca,4613,1,4.0
18,IEEE International Workshop on Quality of Service,IWQoS,CORE2021,B,none,iwqos,4606,0,
19,International Workshop on Security,IWSEC,CORE2021,National: Japan,none,iwsec,4604,0,
20,Joint Conference of the International Workshop on Software Measurement and the International Conference on Software Process and Product Measurement (IWSM and Mensura combined from 2007),IWSM Mensura,CORE2021,C,none,iwsm,4612,0,
21,International Conference on the Statistical Analysis of Textual Data,JADT,CORE2021,C,none,,4602,0,
22,"Logics in Artificial Intelligence, European Conference",JELIA,CORE2021,A,none,jelia,4613,0,
23,Workshop on Job Scheduling Strategies for Parallel Processing,JSSPP,CORE2021,B,none,jsspp,4606,0,
24,International Conference on Legal Knowledge and Information Systems,JURIX,CORE2021,C,none,jurix,4601,0,
25,Knowledge capture,K-CAP,CORE2021,B,none,kcap,4605,3,4.7
26,ACM International Conference on Knowledge Discovery and Data Mining,KDD,CORE2021,A*,none,kdd,4605,1,
27,Knowledge Domain Visualisation,KDViz,CORE2021,National: UK,none,,4608,0,
28,International Conference on Knowledge Engineering and Ontology Development,KEOD,CORE2021,C,none,,4605,0,
29,International Conference on Knowledge-Based and Intelligent Information and Engineering Systems,KES,CORE2021,B,none,kes,4602,63,4.7
30,International KES Conference on Agents and Multiagent systems - Technologies and Applications,KES AMSTA,CORE2021,C,none,,4602,2,5.0
31,KES International Symposium on Intelligent Decision Technologies,KES IDT,CORE2021,C,none,,4602,3,3.0
32,International Conference on the Principles of Knowledge Representation and Reasoning,KR,CORE2021,A*,none,kr,4602,0,
33,"International Conference on Knowledge Science, Engineering and Management",KSEM,CORE2021,B,none,ksem,4602,0,
34,Knowledge Visualization and Visual Thinking,KV,CORE2021,C,none,,4608,0,
35,"Latin-American Algorithms, Graphs and Optimization Symposium",LAGOS,CORE2021,C,none,lagos,4613,0,
36,International Conference on Learning Analytics and Knowledge,LAK,CORE2021,A,none,lak,4608,1,5.0
37,IEEE LAN/MAN Workshop,LANMAN,CORE2021,C,none,lanman,4606,0,
38,International Conference on Language and Automata Theory and Applications,LATA,CORE2021,C,none,lata,4613,0,
39,International Symposium on Latin American Theoretical Informatics,LATIN,CORE2021,B,none,latin,4613,2,4.0
40,IEEE Conference on Local Computer Networks,LCN,CORE2021,B,none,lcn,4606,1,4.0
41,"ACM SIGPLAN Conference on Languages, Tools, and Compilers for Embedded Systems",LCTES,CORE2021,B,none,lctrts,4606,0,
42,"Language, Data and Knowledge",LDK,CORE2021,Unranked: NEW,none,ldk,4602,0,
43,Logical Foundations of Computer Science,LFCS,CORE2021,National: USA,none,lfcs,4613,0,
44,IEEE Symposium on Logic in Computer Science,LICS,CORE2021,A*,none,lics,4613,0,
45,International Symposium on Logic-based Program Synthesis and Transformation,LOPSTR,CORE2021,B,none,lopstr,4613,0,
46,Logic Programming and Automated Reasoning,LPAR,CORE2021,A,none,lpar,4613,0,
47,International Conference on Logic Programming and Non-monotonic Reasoning,LPNMR,CORE2021,B,none,lpnmr,4602,0,
48,Language Resources and Evaluation Conference,LREC,CORE2021,C,none,lrec,4602,0,
49,International Workshop on MultiAgent Based Simulation,MABS,CORE2021,C,none,mabs,4602,0,
0,MACIS: International Conference of Mathematical Aspects of Computer and Information Sciences,MACIS,CORE2021,C,none,macis,4613,0,
1,Symposium Model Analysis and Simulation of Computer and Telecommunications Systems,MASCOTS,CORE2021,B,none,mascots,4606,36,5.0
2,IEEE International Conference on Mobile Ad-hoc and Sensor Systems,MASS,CORE2021,B,none,mass,4606,0,
3,"Machines, Computations and Universality (was Universal Machines and Computations)",MCU,CORE2021,B,none,mcu,4613,0,
4,International Conference on Modelling Decisions for Artificial Intelligence,MDAI,CORE2021,B,none,mdai,4602,0,
5,International Conference on Mobile Data Management,MDM,CORE2021,B,none,mdm,4605,1,3.0
6,International Conference on Management of Digital EcoSystems,MEDES,CORE2021,Unranked,none,medes,4606,29,4.3
7,International Conference on Model and Data Engineering,MEDI,CORE2021,C,none,medi,4605,0,
8,International Conference on Formal Methods and Models for Co-Design,MEMOCODE,CORE2021,C,none,memocode,4612,0,
9,International Symposium on Mathematical Foundations of Computer Science,MFCS,CORE2021,A,none,mfcs,4613,1,5.0
10,International Conference on Mathematical Foundations of Programming Semantics,MFPS,CORE2021,B,none,mfps,4613,0,
11,Malaysia International Conference on Communications,MICC,CORE2021,Regional,none,,4606,0,
12,Medical Image Computing and Computer-Assisted Intervention,MICCAI,CORE2021,A,none,miccai,4601,0,
13,ACM/IFIP/USENIX International Middleware Conference,Middleware,CORE2021,A,none,middleware,4606,1,4.0
14,International Conference in Methodologies and Intelligent Systems for Technology Enhanced Learning,MIS4TEL,CORE2021,Unranked,none,mis4tel,4601,0,
15,International Workshop on Modelling in Software Engineering,MISE,CORE2021,C,none,,4612,0,
16,Multimedia and Network Information Systems,MISSI,CORE2021,National: Poland,none,missi,4603,0,
17,International Conference on Methods and Models in Automation and Robotics,MMAR,CORE2021,National:Poland,none,mmar,4611,0,
18,International Conference on Multimedia Modelling,MMM,CORE2021,B,none,mmm,4603,0,
19,International Workshop on Multimedia Signal Processing,MMSP,CORE2021,B,none,mmsp,4603,1,5.0
20,ACM International Conference on Mobile Computing and Networking,MOBICOM,CORE2021,A*,none,mobicom,4606,0,
21,ACM Symposium on Mobile Ad Hoc Networking and Computing,MOBIHOC,CORE2021,A,none,mobihoc,4606,0,
22,International Conference on Human-Computer Interaction with Mobile Devices and Services,MobileHCI,CORE2021,B,none,mhci,4608,4,5.0
23,International Conference on Mobile and Ubiquitous Systems: Networks and Services,Mobiquitous,CORE2021,B,none,mobiquitous,4606,0,
24,International Conference on Mobile Systems and Pervasive Computing,MobiSPC,CORE2021,Unranked,none,,4606,0,
25,"ACM SIGMOBILE International Conference on Mobile Systems, Applications and Services",Mobisys,CORE2021,B,none,mobisys,4606,5,5.0
26,"International Conference on Model Driven Engineering Languages and Systems (Previously UML, changed in 2005)",MODELS,CORE2021,A,none,models,4612,7,5.0
27,International Conference on Model-Driven Engineering and Software Development,MODELSWARD,CORE2021,C,none,modelsward,4606,0,
28,International Congress on Modelling and Simulation,MODSIM,CORE2021,Australasian C,none,,4602,0,
29,International Conference on Advances in Mobile Computing and Multimedia,MOMM,CORE2021,B,none,momm,4606,0,
30,Modelling and Optimization: Theory and Applications,MOPTA,CORE2021,National: USA,none,,4602,0,
31,Mathematics of Program Construction,MPC,CORE2021,B,none,mpc,4613,0,
32,International Conference on Managed Programming Languages and Runtimes (was ManLang and previously Principles and Practice of Programming in Java: PPPJ),MPLR,CORE2021,C,none,pppj,4612,0,
33,IEEE International Working Conference on Mining Software Repositories,MSR,CORE2021,A,none,msr,4612,10,4.7
34,IEEE Conference on Mass Storage Systems and Technologies,MSST,CORE2021,National: USA,none,mss,4606,0,
35,"ACM/IEEE International Conference on Modelling, Analysis and Simulation of Wireless and Mobile Systems",MSWIM,CORE2021,A,none,mswim,4606,40,5.0
36,Machine Translation Summit,MT SUMMIT,CORE2021,B,none,mtsummit,4602,0,
37,International Symposium on the Mathematical Theory of Networks and Systems,MTNS,CORE2021,C,none,,4606,0,
38,Mensch & Computer,MuC,CORE2021,National: Germany,none,mc,4608,0,
39,Mobile and Ubiquitous Multimedia (ACM),MUM,CORE2021,B,none,mum,4608,0,
40,Machine Vision Applications,MVA,CORE2021,National: japan,none,mva,4603,0,
41,North American Association for Computational Linguistics,NAACL,CORE2021,A,none,naacl,4602,1,5.0
42,IEEE International Symposium on Network Computing and Applications,NCA,CORE2021,B,none,nca,4606,1,5.0
43,Usenix Network and Distributed System Security Symposium,NDSS,CORE2021,A*,none,ndss,4604,1,5.0
44,International Conference on Network Softwarization,NetSoft,CORE2021,B,none,,4606,0,
45,IFIP International Conference on Networking,Networking,CORE2021,B,none,networking,4606,1,5.0
46,Advances in Neural Information Processing Systems (was NIPS),NeurIPS,CORE2021,A*,none,nips,4611,0,
47,Applications of Natural Language to Data Bases,NLDB,CORE2021,C,none,nldb,4602,0,
48,IEEE Network Operations and Management Symposium,NOMS,CORE2021,B,none,noms,4606,0,
49,Nordic Conference on Human-Computer Interaction,NordiCHI,CORE2021,Regional:Scandinavia,none,nordichi,4608,0,
0,Network and Operating System Support for Digital Audio and Video,NOSSDAV,CORE2021,B,none,nossdav,4606,5,5.0
1,IFIP International Conference on Network and Parallel Computing,NPC,CORE2021,C,none,npc,4606,0,
2,"Symposium on Networked Systems, Design and Implementation",NSDI,CORE2021,National: USA,none,nsdi,4606,8,5.0
3,New Security Paradigms Workshop,NSPW,CORE2021,C,none,nspw,4604,0,
4,International Conference on network and System Security,NSS,CORE2021,B,none,nss,4604,0,
5,New Technologies Mobility and Security,NTMS,CORE2021,C,none,ntms,4604,0,
6,New Zealand Game Developers Conference,NZGDC,CORE2021,Australasian C,none,,4607,0,
7,Onward Software Engineering,Onward,CORE2021,C,none,,4612,0,
8,ACM Conference on Object Oriented Programming Systems Languages and Applications,OOPSLA,CORE2021,A,none,oopsla,4612,0,
9,SIAM Conference on Optimization,OP,CORE2021,C,none,,4602,0,
10,International Symposium on Open Collaboration (was International Symposiums on Wikis),OPENSYM,CORE2021,C,none,wikis,4612,0,
11,International Conference on Principles of Distributed Systems,OPODIS,CORE2021,B,none,opodis,4606,0,
12,Usenix Symposium on Operating Systems Design and Implementation,OSDI,CORE2021,A*,none,osdi,4606,0,
13,Australian Computer Human Interaction Conference,OZCHI,CORE2021,Australasian B,none,ozchi,4608,13,5.0
14,Practical Applications of Agents and Multiagent Systems,PAAMS,CORE2021,B,none,paams,4602,3,4.0
15,International Conference on Practical Applications of Computational Biology & Bioinformatics,PACBB,CORE2021,National(Spain),none,pacbb,4602,0,
16,IEEE Pacific Visualization Symposium (was APVIS),PacificVis,CORE2021,B,none,pacificvis,4608,0,
17,"Pacific Asia Conference on Language, Information and Computation",PACLIC,CORE2021,B,none,paclic,4602,0,
18,Conference of the Pacific Association for Computational Linguistics,PACLING,CORE2021,B,none,pacling,4602,1,5.0
19,International Conference on Parallel Architecture and Compilation Techniques,PACT,CORE2021,B,none,IEEEpact,4606,1,4.0
20,Practical Aspects of Declarative Languages,PADL,CORE2021,B,none,padl,4612,0,
21,ACM SIGSIM Conference on Principles of Advanced Discrete Simulation (was Parallel and Distributed Simulation),PADS,CORE2021,B,none,pads,4606,0,
22,International Conference on Pairing-based Cryptography,Pairing,CORE2021,C,none,,4604,0,
23,Pacific-Asia Conference on Knowledge Discovery and Data Mining,PAKDD,CORE2021,A,none,pakdd,4605,0,
24,Passive and Active Measurement Conference,PAM,CORE2021,B,none,pam,4606,0,
25,Parallel Computing,PARCO,CORE2021,C,none,parco,4606,0,
26,Practice and Theory of Automated Timetabling,PATAT,CORE2021,B,none,,4601,0,
27,International Picture Coding Symposium,PCS,CORE2021,C,none,pcs,4603,0,
28,"International Conference on Parallel and Distributed Computing, Applications and Technologies",PDCAT,CORE2021,C,none,pdcat,4606,0,
29,"Euromicro International Conference on Parallel, Distributed and Network Based Processing",PDP,CORE2021,C,none,pdp,4606,0,
30,International Conference on Parallel and Distributed Processing Techniques and Applications,PDPTA,CORE2021,National: USA,none,,4606,0,
31,ACM SIGPLAN Workshop on Partial Evaluation and Program Manipulation,PEPM,CORE2021,C,none,pepm,4612,0,
32,IEEE International Conference on Pervasive Computing and Communications,PERCOM,CORE2021,A*,none,percom,4608,48,5.0
33,INTERNATIONAL SYMPOSIUM ON PERVASIVE DISPLAYS,PerDis,CORE2021,B,none,perdis,4608,0,
34,"IFIP International Symposium on Computing Performance, Modelling, Measurement and Evaluation",PERFORMANCE,CORE2021,B,none,performance,4612,0,
35,International Conference on the Application and Theory of Petri Nets and Concurrency,Petri Nets,CORE2021,B,none,apn,4606,0,
36,Privacy Enhancing Technologies Symposium (was International Workshop of Privacy Enhancing Technologies),PETS,CORE2021,A,none,popets,4604,2,5.0
37,Pacific Conference on Computer Graphics and Applications,PG,CORE2021,Journal Published,none,pg,4607,0,
38,IEEE International Symposium on Personal and Indoor Mobile Radio Conference,PIMRC,CORE2021,B,none,pimrc,4606,0,
39,Pacific Rim Knowledge Acquisition Workshop,PKAW,CORE2021,B,none,pkaw,4602,0,
40,International Conference on Practice and Theory in Public Key Cryptography,PKC,CORE2021,B,none,pkc,4604,0,
41,ACM-SIGPLAN Conference on Programming Language Design and Implementation,PLDI,CORE2021,A*,none,pldi,4612,0,
42,Pattern Languages of Programs,PLOP,CORE2021,B,none,,4612,0,
43,Workshop on Programming Languages and Operating Systems,PLOS,CORE2021,C,none,,4606,0,
44,ACM Symposium on Principles of Distributed Computing,PODC,CORE2021,A*,none,podc,4606,0,
45,ACM SIGMOD-SIGACT-SIGART Conference on Principles of Database Systems,PODS,CORE2021,A*,none,pods,4605,0,
46,IFIP WG8.1 Working Conference on the Practice of Enterprise Modeling,PoEM,CORE2021,unranked: not primarily CS,none,ifip8-1,46,0,
47,ACM-SIGACT Symposium on Principles of Programming Languages,POPL,CORE2021,A*,none,popl,4612,0,
48,International Conference on Principles of Security and Trust,POST,CORE2021,Unranked,none,post,4604,0,
49,International Conference on Parallel Processing and Applied Mathematics,PPAM,CORE2021,National: Poland,none,ppam,4606,4,4.7
0,International Conference on Principles and Practice of Declarative Programming,PPDP,CORE2021,C,none,ppdp,4613,0,
1,Principles and Practice of Parallel Programming,PPoPP,CORE2021,A,none,ppopp,4606,0,
2,Parallel Problem Solving from Nature,PPSN,CORE2021,A,none,ppsn,4611,1,5.0
3,International Workshop on Post-Quantum Cryptography,PQCrypto,CORE2021,C,none,pqcrypto,4604,0,
4,Pacific Rim International Symposium on Dependable Computing,PRDC,CORE2021,B,none,prdc,4612,0,
5,Pacific Rim International Conference on Artificial Intelligence,PRICAI,CORE2021,B,none,pricai,4602,0,
6,International Conference on Principles of Practice in Multi-Agent Systems (prior to 2009 was Pacific Rim International Workshop on Multi-Agents),PRIMA,CORE2021,B,none,prima,4602,0,
7,IFIP Working Conferences on Virtual Enterprises,PRO-VE,CORE2021,C,none,,4606,0,
8,Product Focused Software Process Improvement,PROFES,CORE2021,B,none,profes,4612,11,4.2
9,International Conference on Provable Security,ProvSec,CORE2021,B,none,provsec,4604,0,
10,Pacific Symposium on Biocomputing,PSB,CORE2021,National: USA,none,psb,4601,0,
11,Prague Stringology Conference,PSC,CORE2021,National: Czech,none,stringology,4613,0,
12,Privacy in Statistical Databases,PSD,CORE2021,C,none,psd,4604,0,
13,Pacific-Rim Symposium on Image and Video Technology,PSIVT,CORE2021,B,none,psivt,4603,1,5.0
14,"Annual Conference on Privacy, Security and Trust",PST,CORE2021,C,none,pst,4604,0,
15,"Software Quality, Reliability, and Security (was International Conference on Quality Software, QSIC, that merged with SERE 2015)",QRS,CORE2021,B,none,qrs,4612,1,4.0
16,"International Conference on Heterogeneous Networking for Quality, Reliability, Security and Robustness (was International Conference on Quality of Service in Heterogeneous Wired/Wireless Networks)",Qshine,CORE2021,C,none,qshine,4606,0,
17,International Conference on the Quality of Information and Communications Technology,QUATIC,CORE2021,C,none,quatic,4612,1,5.0
18,"The International Symposium on Research in Attacks, Intrusions and Defenses (was International Symposium on Recent Advances in Intrusion Detection)",RAID,CORE2021,A,none,raid,4604,0,
19,International Conference on Relational and AlgebraicMethods in Computer Science (was International Conference on Relational Methods in Computer Science RelMiCS),RAMiCS,CORE2021,C,none,RelMiCS,4613,0,
20,International Workshop on Randomization and Computation,RANDOM,CORE2021,A,none,random,4613,0,
21,International Conference on Recent Advances in Natural Language Processing,RANLP,CORE2021,National: bulgaria,none,ranlp,4602,0,
22,International Conference on Research Challenges in Information Science,RCIS,CORE2021,B,none,rcis,46,0,
23,IEEE International Requirements Engineering Conference,RE,CORE2021,A,none,re,4612,8,5.0
24,International Conference on Computational Molecular Biology,RECOMB,CORE2021,B,none,recomb,4601,0,
25,ACM International Conference on Recommender Systems,RecSys,CORE2021,A,none,recsys,4605,0,
26,International Symposium 'Problems of Redundancy in Information and Control Systems',Redundancy,CORE2021,National Russia,none,,4604,0,
27,International Workshop on Requirements Engineering: Foundation for Software Quality,REFSQ,CORE2021,B,none,refsq,4612,5,4.0
28,Robot Soccer World Cup,RoboCup,CORE2021,B,none,robocup,4602,0,
29,"International Conference on Robotics, Vision, Signal Processing and Power Applications (was ROVPIA)",RoVISP,CORE2021,National: Malaysia,none,,4603,0,
30,IEEE International Symposium on Rapid System Prototyping (was IEEE Symposium on Rapid Prototyping),RSP,CORE2021,C,none,rsp,4612,0,
31,IEEE Real-Time and Embedded Technology and Applications Symposium,RTAS,CORE2021,A,none,rtas,4606,1,4.0
32,International Conference on Embedded and Real Time Computing Systems and Applications,RTCSA,CORE2021,B,none,rtcsa,4606,0,
33,International Conference on Real-Time and Network Systems,RTNS,CORE2021,National: France,none,rtns,4606,0,
34,Real Time Systems Symposium,RTSS,CORE2021,A*,none,rtss,4606,0,
35,International Joint Conference on Rules and Reasoning,RuleML+RR,CORE2021,B,none,rulemlrr,4602,0,
36,International Conference on Runtime Verification (was workshop pre 2010),RV,CORE2021,B,none,rv,4612,6,4.2
37,ACM Symposium on Applied Computing,SAC,CORE2021,Multiconference,none,sac,4601,0,
38,Selected Areas in Cryptography,SAC,CORE2021,B,none,sacrypt,4604,0,
39,International Symposium on Applied Computational Intelligence and Informatics,SACI,CORE2021,National: Romania,none,saci,4602,0,
40,"ACM Symposium on Access Control Models and Technologies (previously ACM Workshop on Role-Based Access Control, RBAC, changed in 2000)",SACMAT,CORE2021,C,none,sacmat,4604,1,4.0
41,"International Conference on Computer Safety, Reliability and Security",SAFECOMP,CORE2021,B,none,safecomp,4604,0,
42,"IFAC Symposium on Fault Detection, Supervision and Safety of Technical Processes",SAFEProcess,CORE2021,C,none,,4604,0,
43,International Symposium on Algorithmic Game Theory,SAGT,CORE2021,B,none,sagt,4613,0,
44,International Symposium on Applied Machine Intelligence and Informatics,SAMI,CORE2021,National: slovakia,none,,4602,0,
45,"IEEE International Conference on Software Analysis, Evolution and Reengineering",SANER,CORE2021,A,none,wcre,4612,0,
46,Static Analysis Symposium,SAS,CORE2021,B,none,sas,4612,21,4.8
47,Simulation and Synthesis in Medical Imaging,SASHIMI,CORE2021,C,none,sashimi-ws,4602,0,
48,International Conference on Theory and Applications of Satisfiability Testing,SAT,CORE2021,A,none,sat,4602,1,5.0
49,International Symposium on Computer Architecture and High Performance Computing,SBAC-PAD,CORE2021,B,none,sbac-pad,4606,0,
0,"International Conference for High Performance Computing, Networking, Storage and Analysis (was Supercomputing Conference)",SC,CORE2021,A,none,sc,4606,0,
1,ACM SIGGRAPH/Eurographics Symposium on Computer Animation,SCA,CORE2021,B,none,sca,4607,1,4.0
2,IEEE International Working Conference on Source Code Analysis and Manipulation,SCAM,CORE2021,C,none,scam,4612,0,
3,Conference on Security and Cryptography for Networks,SCN,CORE2021,National: Italy,none,scn,4604,0,
4,International Workshop on Software and Compilers for Embedded Systems,SCOPES,CORE2021,C,none,scopes,4606,0,
5,Summer Computer Simulation Conference,SCSC,CORE2021,B,none,scsc,4602,1,3.0
6,International Symposium on Spatial Data Handling,SDH,CORE2021,C,none,,4601,0,
7,SIAM International Conference on Data Mining,SDM,CORE2021,A,none,sdm,4605,3,5.0
8,International Symposium on Experimental Algorithms,SEA,CORE2021,B,none,wea,4613,0,
9,Euromicro Conference on Software Engineering and Advanced Applications,SEAA,CORE2021,B,none,euromicro,4612,0,
10,International Symposium on Software Engineering for Adaptive and Self-Managing Systems,SEAMS,CORE2021,A,none,seams,4612,2,2.0
11,ACM/IEEE Symposium on Edge Computing,SEC,CORE2021,unranked,none,index.html,4606,0,
12,"IEEE International Conference on Sensing, Communication and Networking",SECON,CORE2021,B,none,secon,4606,0,
13,International Conference on Information Security and Cryptography,SECRYPT,CORE2021,B,none,secrypt,4604,0,
14,International Conference on Security and Privacy for Communication Networks,SecureComm,CORE2021,C,none,securecomm,4604,2,3.0
15,International Conference on Software Engineering and Formal Methods,SEFM,CORE2021,B,none,sefm,4612,0,
16,International Conference on Sustainable Energy Information Technology,SEIT,CORE2021,Unranked,none,,4601,0,
17,International Conference on Software Engineering and Knowledge Engineering,SEKE,CORE2021,B,none,seke,4612,0,
18,Semantics - International Conference on Semantic Systems,Semantics,CORE2021,National: Austria,none,i-semantics,4605,0,
19,ACM Conference on Embedded Networked Sensor Systems,SENSYS,CORE2021,A*,none,sensys,4606,0,
20,"ACIS Conference on Software Engineering Research, Management and Applications",SERA,CORE2021,C,none,sera,4612,1,4.0
21,IEEE Congress on Services,SERVICES,CORE2021,B,none,services,4606,0,
22,International Conference on Sequences and their Applications,SETA,CORE2021,B,none,,4604,0,
23,"International Conference: Sciences of Electronics, Technologies of information and Telecommunication",SETIT,CORE2021,Unranked,none,,46,1,4.0
24,"International Symposium on Software Engineering: Theories, Tools, and Applications",SETTA,CORE2021,National:China,none,setta,4612,0,
25,IEEE Software Engineering Workshop,SEW,CORE2021,C,none,,4612,0,
26,SGAI International Conference on Artificial Intelligence,SGAI,CORE2021,National: UK,none,sgai,4602,0,
27,Symposium on Geometry Processing,SGP,CORE2021,B,none,sgp,4607,0,
28,"ACM Conference on Applications, Technologies, Architectures, and Protocols for Computer Communication",SIGCOMM,CORE2021,A*,none,sigcomm,4606,1,5.0
29,ACM Special Interest Group on Computer Science Education Conference,SIGCSE,CORE2021,A,none,sigcse,4608,0,
30,Annual Meeting of the Special Interest Group on Discourse and Dialog,SIGdial,CORE2021,B,none,sigdial,4602,0,
31,ACM SIG International Conference on Computer Graphics and Interactive Techniques,SIGGRAPH,CORE2021,A*,none,siggraph,4607,1,5.0
32,SIGGRAPH Asia,SiggraphA,CORE2021,journal published,none,siggrapha,4607,5,5.0
33,ACM International Conference on Research and Development in Information Retrieval,SIGIR,CORE2021,A*,none,sigir,4605,0,
34,ACM Information Technology Education,SIGITE,CORE2021,National: USA,none,sigite,4608,1,
35,Measurement and Modeling of Computer Systems,SIGMETRICS,CORE2021,A*,none,sigmetrics,4612,0,
36,ACM Special Interest Group on Management of Data Conference,SIGMOD,CORE2021,A*,none,sigmod,4605,0,
37,ACM International Conference on Advances in Geographic Information Systems,SIGSPATIAL,CORE2021,A,none,gis,4601,0,
38,ACM SIGUCCS Conference on User Services,SIGUCCS,CORE2021,National: USA,none,siguccs,4601,0,
39,Simulation Technology and Training Conference,SimTecT,CORE2021,Australasian C,none,,4602,0,
40,"International Conference on Simulation and Modeling Methodologies, Technologies and Applications",SIMULTECH,CORE2021,C,none,simultech,4606,0,
41,International Conference on Security of Information and Networks,SIN,CORE2021,C,none,sin,4604,0,
42,International Colloquium on Structural Information and Communication Complexity,SIROCCO,CORE2021,B,none,sirocco,4613,1,4.0
43,International Conference on Similarity Search and Applications,SISAP,CORE2021,B,none,sisap,4605,0,
44,International Symposium on Intelligent Systems and Informatics,SISY,CORE2021,National: serbia,none,sisy,4602,0,
45,International Conference on Semantics Knowledge and Grid,SKG,CORE2021,National: China,none,skg,4606,0,
46,International Conference on Software Language Engineering,SLE,CORE2021,B,none,sle,4612,6,4.8
47,"IEEE Conference on Systems, Man and Cybernetics",SMC,CORE2021,B,none,smc,4608,6,4.8
48,"International Conference on Software Engineering, Artificial Intelligence, Networking and Parallel/Distributed Computing",SNPD,CORE2021,C,none,snpd,4612,0,
49,IEEE International Conference on Service-Oriented Computing and Applications,SOCA,CORE2021,C,none,soca,4606,0,
0,International Symposium on Computational Geometry,SoCG,CORE2021,A,none,compgeom,4613,1,5.0
1,The Symposium of Combinatorial Search,SoCS,CORE2021,B,none,socs,4602,0,
2,ACM/SIAM Symposium on Discrete Algorithms,SODA,CORE2021,A*,none,soda,4613,0,
